Store,Sales_sum,Sales_mean,Sales_std,Customers_sum,Customers_mean,StoreType_first,Assortment_first,CompetitionDistance_first,Sales_Category
397,4342834,5574.88,1692.93,584418,750.22,a,c,130.0,Medium
398,4309274,5496.52,1497.71,481859,614.62,c,c,1540.0,Medium
399,3457604,5558.85,1253.1,351419,564.98,a,a,5360.0,Medium
400,6839152,8745.72,2797.01,938908,1200.65,a,a,70.0,High
401,5480695,7026.53,2550.7,504539,646.84,a,c,9200.0,High
402,4569233,5857.99,1617.13,480033,615.43,c,c,5830.0,Medium
403,5817980,7468.52,1821.01,573879,736.69,a,a,4970.0,High
404,3631985,4785.22,1441.36,433625,571.31,a,c,1420.0,Low
405,3521625,4520.7,1662.67,379921,487.7,a,a,1080.0,Low
406,4760515,6111.06,1739.14,369296,474.06,d,c,8240.0,Medium
407,2417555,3886.74,921.73,195715,314.65,a,a,5890.0,Low
408,3673481,4727.77,1101.11,361353,465.06,c,a,1560.0,Low
409,4316867,5527.36,1250.02,424611,543.68,d,c,840.0,Medium
410,5019781,6443.88,1959.06,624920,802.21,c,a,40.0,Medium
411,7133158,9133.36,2312.21,547362,700.85,d,c,8460.0,High
412,5661520,9102.12,2140.59,401013,644.72,d,c,4460.0,High
413,4390211,7058.22,1687.91,553592,890.02,a,c,760.0,High
414,5020250,6427.98,1418.24,378114,484.14,d,c,6210.0,Medium
415,4863171,6234.83,1411.53,406599,521.28,d,c,6910.0,Medium
416,8633413,11012.01,2339.85,1096337,1398.39,a,c,4650.0,Very High
417,5946326,7633.28,2074.76,626318,804.0,a,c,840.0,High
418,4094061,5275.85,1839.63,428005,551.55,a,a,1060.0,Medium
419,4163948,5311.16,1317.93,668016,852.06,c,a,1620.0,Medium
420,2824092,4540.34,1070.65,250784,403.19,d,c,250.0,Low
421,7517189,9588.25,2796.39,795282,1014.39,c,c,3530.0,High
422,3574303,4559.06,903.01,364186,464.52,a,c,2880.0,Low
423,10200356,10828.4,2167.68,1776735,1886.13,b,a,1270.0,Very High
424,5395164,6925.76,1622.79,602495,773.42,d,c,1250.0,Medium
425,2512424,3237.66,897.19,337080,434.38,d,c,1460.0,Low
426,3948281,5068.4,1460.6,493761,633.84,a,a,250.0,Medium
427,4761741,7643.24,2386.49,480391,771.09,a,c,70.0,High
428,3910828,6287.5,1348.44,327530,526.58,d,a,2960.0,Medium
429,3309752,5321.14,1330.24,267103,429.43,d,c,16350.0,Medium
430,5369397,8632.47,1845.16,435346,699.91,d,c,12870.0,High
431,7419918,9524.93,1992.21,780912,1002.45,d,c,4520.0,High
432,8610571,10982.87,2423.34,1218907,1554.73,a,a,810.0,Very High
433,4621066,5360.87,1854.68,530762,615.73,a,c,30030.0,Medium
434,6160800,9904.82,2056.4,461312,741.66,a,a,13020.0,High
435,2553322,3277.69,893.43,299263,384.16,a,a,910.0,Low
436,4297398,5509.48,1524.18,481058,616.74,d,a,2300.0,Medium
437,5746040,7366.72,2410.91,567017,726.94,c,c,430.0,High
438,4019904,5153.72,1724.73,408975,524.33,d,c,1110.0,Medium
439,5719235,7294.94,1964.49,693947,885.14,a,a,1350.0,High
440,4006273,5156.08,1344.91,457624,588.96,d,a,3900.0,Medium
441,4929786,6328.35,1527.86,545030,699.65,d,a,2530.0,Medium
442,3402587,4379.13,1280.74,358458,461.34,c,a,500.0,Low
443,4095855,5251.1,1516.32,381307,488.86,d,a,11400.0,Medium
444,9470625,12188.71,3275.13,1105765,1423.12,c,a,1700.0,Very High
445,6673717,8600.15,2038.3,1052928,1356.87,a,a,240.0,High
446,3842157,4932.17,1673.11,494709,635.06,a,a,340.0,Low
447,4161176,5307.62,927.56,485603,619.39,a,c,1510.0,Medium
448,6609087,8484.07,2272.5,577957,741.92,a,c,3970.0,High
449,8789176,11253.75,2886.89,1198781,1534.93,a,c,120.0,Very High
450,6830229,8790.51,2158.51,846853,1089.9,c,a,5780.0,High
451,4248112,5439.32,1138.39,358216,458.66,a,a,2460.0,Medium
452,4037476,5149.84,1698.76,375007,478.33,a,c,1850.0,Medium
453,6896821,7775.45,2834.78,811228,914.57,a,c,75860.0,High
454,4519416,5794.12,2253.15,551135,706.58,a,a,26450.0,Medium
455,5727571,7371.39,1866.64,359933,463.23,d,c,7660.0,High
456,4822447,6190.56,1651.38,697454,895.32,a,c,140.0,Medium
457,3010824,4840.55,1272.3,269133,432.69,d,c,13140.0,Low
458,5921634,7582.12,1863.49,548787,702.67,c,a,3390.0,High
459,7194572,9176.75,2907.58,886078,1130.2,a,a,250.0,High
460,2914087,3736.01,1519.83,269319,345.28,a,a,34050.0,Low
461,3759643,4838.67,1255.14,370263,476.53,d,c,1790.0,Low
462,3769419,4832.59,1633.89,472848,606.22,a,a,44320.0,Low
463,4747749,6094.67,1704.53,755184,969.43,a,a,4160.0,Medium
464,8343864,10642.68,2456.57,1023585,1305.59,c,a,520.0,Very High
465,6062752,7762.81,2044.87,472261,604.69,d,c,10890.0,High
466,6007933,7712.37,2532.5,588740,755.76,a,c,3110.0,High
467,10501035,13480.15,2912.62,1257034,1613.65,a,c,20390.0,Very High
468,5229014,6669.66,2363.23,591594,754.58,c,c,5260.0,Medium
469,9330742,11901.46,3046.3,1192174,1520.63,c,c,710.0,Very High
470,10174712,13111.74,3140.99,1377377,1774.97,a,c,50.0,Very High
471,4422266,7109.75,1495.56,367107,590.2,d,a,5300.0,High
472,4080447,5204.65,1085.81,543274,692.95,c,c,5030.0,Medium
473,2767243,3552.3,1117.25,378998,486.52,a,a,50.0,Low
474,5885972,7526.82,2187.54,576183,736.81,c,a,14810.0,High
475,5023680,6473.81,1519.95,761981,981.93,a,a,140.0,Medium
476,4564251,5851.6,2142.5,506843,649.8,d,a,8300.0,Medium
477,3864914,6213.69,1457.29,279830,449.89,d,a,770.0,Medium
478,5336648,6806.95,1890.36,548324,699.39,d,c,1940.0,Medium
479,8782548,11230.88,3030.06,1039144,1328.83,a,a,320.0,Very High
480,3869738,4935.89,1551.34,488793,623.46,a,a,300.0,Low
481,4026351,5155.38,1586.55,372314,476.71,c,c,7470.0,Medium
482,6517671,8334.62,2369.8,720149,920.91,c,a,2550.0,High
483,3859771,4948.42,2006.68,507014,650.02,a,c,2310.0,Low
484,6050653,7717.67,1942.73,580053,739.86,a,c,14300.0,High
485,3029769,4871.01,1101.77,261854,420.99,d,c,3270.0,Low
486,3323793,4266.74,1352.17,405098,520.02,a,a,2320.0,Low
487,5487451,6999.3,1711.57,530591,676.77,d,c,2180.0,Medium
488,2890074,3686.32,884.58,304193,388.0,a,c,2890.0,Low
489,5698967,7306.37,3074.12,506711,649.63,a,a,14960.0,High
490,5131331,8249.73,1291.73,661634,1063.72,a,a,660.0,High
491,5242001,6746.46,1714.5,409706,527.29,d,c,4680.0,Medium
492,4825503,7859.13,2057.75,709936,1156.25,a,a,1740.0,High
493,6462326,8295.67,2191.06,629636,808.26,d,c,1150.0,High
494,7205637,7649.3,1689.54,1016989,1079.61,b,a,1260.0,High
495,4005216,5154.72,1500.6,306840,394.9,d,a,5470.0,Medium
496,6059458,7728.9,1922.81,650918,830.25,d,c,2780.0,High
497,7077518,9062.12,1933.78,871875,1116.36,a,c,1610.0,High
498,4351844,6996.53,958.63,550201,884.57,a,a,990.0,Medium
499,4006203,5155.99,1218.2,573176,737.68,c,c,450.0,Medium
500,3330211,5354.04,1144.5,246036,395.56,d,c,10690.0,Medium
501,3345228,5378.18,1415.52,365618,587.81,a,c,1620.0,Medium
502,8377408,10823.52,2611.76,1176212,1519.65,a,a,220.0,Very High
503,5224595,6698.2,1976.66,367061,470.59,d,c,13080.0,Medium
504,5231756,6673.16,1463.89,747470,953.41,c,c,820.0,Medium
505,3711170,4776.28,1241.15,462013,594.61,a,a,350.0,Low
506,5905867,7581.34,2180.04,655686,841.7,a,a,1850.0,High
507,6587045,8455.77,2124.41,517083,663.78,a,c,9070.0,High
508,5251735,6767.7,2022.28,514110,662.51,a,c,1280.0,Medium
509,4783674,6125.06,1845.02,404802,518.31,a,a,4740.0,Medium
510,6385260,8196.74,2312.61,656074,842.2,a,c,8260.0,High
511,4439259,5662.32,830.44,635509,810.6,a,a,2060.0,Medium
512,4105679,5510.98,1153.86,959539,1287.97,b,b,590.0,Medium
513,14252406,18179.09,3284.6,1643527,2096.34,a,a,400.0,Very High
514,3580238,5756.01,1473.62,375667,603.97,c,c,1200.0,Medium
515,7056301,9058.15,2022.97,575142,738.31,d,c,11260.0,High
516,4579807,5879.08,1814.27,592467,760.55,a,c,20.0,Medium
517,4525491,5962.44,2106.59,494050,650.92,a,c,22490.0,Medium
518,3653972,5865.12,1726.97,314185,504.31,d,c,3330.0,Medium
519,4160155,5306.32,1479.68,438316,559.08,c,c,2510.0,Medium
520,3033870,3869.73,964.71,323837,413.06,a,c,6900.0,Low
521,4036010,5181.01,1309.84,332238,426.49,d,a,18610.0,Medium
522,5122860,8222.89,1767.71,394373,633.02,d,c,7160.0,High
523,12175995,15530.61,3364.34,1397803,1782.91,c,c,50.0,Very High
524,6793232,7710.82,2810.63,721100,818.5,a,c,40860.0,High
525,8012460,10233.03,1702.55,685569,875.57,d,c,1870.0,Very High
526,8312841,10630.23,3231.69,1139140,1456.7,a,a,120.0,Very High
527,8383796,10734.69,2181.83,781383,1000.49,d,c,5830.0,Very High
528,8338762,10704.44,2894.94,744295,955.45,a,c,20620.0,Very High
529,6133846,7823.78,1891.38,596775,761.19,d,c,12920.0,High
530,4198697,4634.32,1869.54,680230,750.81,a,c,18160.0,Low
531,3843117,4901.93,933.2,470876,600.61,a,c,4030.0,Low
532,8487100,10894.87,1930.29,996269,1278.91,a,c,1070.0,Very High
533,7505547,9659.65,2597.95,701034,902.23,a,c,5950.0,High
534,4684684,7519.56,2268.57,354298,568.7,d,a,1200.0,High
535,6322186,8115.77,2285.72,718716,922.61,a,a,3570.0,High
536,6484095,8323.61,2456.02,687884,883.03,a,c,4700.0,High
537,4335799,5580.18,1344.07,469489,604.23,a,a,600.0,Medium
538,3025475,3859.02,1084.11,445253,567.92,a,a,990.0,Low
539,7035419,11310.96,1713.77,710498,1142.28,a,a,770.0,Very High
540,3513672,5648.99,1830.16,243396,391.31,d,c,810.0,Medium
541,5235513,6720.81,1987.18,667668,857.08,a,c,650.0,Medium
542,3885411,6246.64,1403.01,330680,531.64,a,a,7280.0,Medium
543,2179287,2790.38,1237.7,187583,240.18,c,a,1080.0,Low
544,10993709,14094.5,4209.37,1439156,1845.07,a,a,250.0,Very High
545,8284865,10635.26,3024.26,799891,1026.82,a,c,5020.0,Very High
546,10726323,13681.53,2347.65,1271083,1621.28,a,a,580.0,Very High
547,3578049,5752.49,1175.9,275078,442.25,d,c,8990.0,Medium
548,3896082,5066.43,1663.08,307908,400.4,d,c,3760.0,Medium
549,3639890,4642.72,919.72,429407,547.71,a,c,2330.0,Low
550,4665403,5973.63,1456.45,387883,496.65,d,c,50.0,Medium
551,5142553,6559.38,1626.39,774390,987.74,a,c,2190.0,Medium
552,6030778,7721.87,3115.59,538809,689.9,a,a,4260.0,High
553,5468991,7038.6,2013.39,496306,638.75,c,a,3040.0,High
554,3513115,4481.01,954.4,428076,546.02,c,c,1200.0,Low
555,3223315,5173.86,1343.14,298433,479.03,d,a,1560.0,Medium
556,5620964,7178.75,1851.8,650457,830.72,d,c,1140.0,High
557,3410036,4383.08,1299.36,525941,676.02,a,a,250.0,Low
558,2541355,3241.52,720.09,355175,453.03,a,a,3000.0,Low
559,4588710,5882.96,2334.11,585217,750.28,d,a,3910.0,Medium
560,10168806,13612.86,3287.76,1225287,1640.28,c,c,1910.0,Very High
561,5385871,6913.83,1807.52,531991,682.92,d,a,14300.0,Medium
562,16927322,17969.56,2931.93,2924960,3105.05,b,c,1210.0,Very High
563,4278470,5513.49,1322.86,545236,702.62,a,a,700.0,Medium
564,4306402,5528.12,1200.14,380646,488.63,d,c,6540.0,Medium
565,5169769,6636.42,1798.82,617215,792.32,a,c,160.0,Medium
566,3845237,4904.64,1273.79,427157,544.84,a,a,3620.0,Low
567,4083132,5241.5,1607.51,523036,671.42,c,a,1010.0,Medium
568,3809325,4877.5,1158.21,323256,413.9,d,c,4270.0,Low
569,3543332,4519.56,942.61,511836,652.85,a,a,1340.0,Low
570,3533080,4535.4,1545.25,515535,661.79,a,a,180.0,Low
571,4815991,7742.75,1857.76,358047,575.64,d,a,2110.0,High
572,5345670,6888.75,1742.02,443496,571.52,d,c,9230.0,Medium
573,2472309,3974.77,1097.26,208622,335.41,a,a,1190.0,Low
574,6913915,8898.22,2101.92,517928,666.57,d,a,4400.0,High
575,3343994,5367.57,2472.73,307112,492.96,a,a,960.0,Medium
576,5474294,6982.52,1988.43,756615,965.07,c,a,50.0,Medium
577,3883479,4953.42,1184.57,457367,583.38,a,c,2270.0,Low
578,7356117,8164.39,2314.65,697049,773.64,d,a,12700.0,High
579,6461297,8294.35,2176.97,709982,911.4,c,a,20970.0,High
580,7994967,10197.66,2314.11,1256554,1602.75,a,c,170.0,Very High
581,4154967,5333.72,2053.94,457777,587.65,a,a,7250.0,Medium
582,5492051,7023.08,1994.31,675115,863.32,a,a,120.0,High
583,3363288,4311.91,1275.2,350283,449.08,a,a,2640.0,Low
584,3697954,4734.9,1123.77,338512,433.43,d,a,1360.0,Low
585,4449323,5675.16,1596.2,676591,863.0,d,c,440.0,Medium
586,11742401,15131.96,3539.5,1832458,2361.41,a,c,250.0,Very High
587,6020227,9663.29,2435.39,427184,685.69,d,c,330.0,High
588,4825215,6154.61,1436.56,518339,661.15,d,c,15720.0,Medium
589,3537175,4672.62,2113.23,373858,493.87,a,c,360.0,Low
590,3872700,4984.17,1204.2,304273,391.6,d,c,4520.0,Low
591,4429448,5700.71,1295.76,387507,498.72,a,c,3340.0,Medium
592,3465390,4448.51,1280.99,444038,570.01,a,a,2540.0,Low
593,7454238,9507.96,2345.56,965705,1231.77,a,c,33060.0,High
594,3258199,4155.87,1140.9,358034,456.68,a,a,1790.0,Low
595,11774982,15019.11,3370.18,1382516,1763.41,c,c,1130.0,Very High
596,3532562,4505.82,948.01,547535,698.39,c,a,290.0,Low
597,3957495,5080.22,1090.78,566742,727.53,a,a,150.0,Medium
598,3665006,5892.29,1060.48,453190,728.6,c,a,550.0,Medium
599,7659466,9769.73,2114.39,686442,875.56,d,c,580.0,High
600,5485348,6996.62,1775.02,485495,619.25,d,c,17340.0,Medium
601,3807976,4875.77,1164.55,307941,394.29,d,a,8220.0,Low
602,4920431,6300.17,1495.24,479688,614.2,a,a,2710.0,Medium
603,5297052,6933.31,1908.1,722465,945.63,a,a,340.0,Medium
604,4953601,7963.99,1963.06,368077,591.76,d,a,10950.0,High
605,5466800,7026.74,1858.38,395780,508.71,d,a,10310.0,High
606,4577941,5839.21,1457.26,486724,620.82,a,a,2260.0,Medium
607,3051294,3901.91,1879.57,323807,414.08,a,a,350.0,Low
608,7275038,9326.97,3423.97,735209,942.58,a,c,18370.0,High
609,3636230,4638.05,1140.27,395622,504.62,a,a,2070.0,Low
610,3269954,4197.63,1314.89,405391,520.4,a,a,660.0,Low
611,3602813,5792.3,964.7,305106,490.52,a,a,8080.0,Medium
612,4246423,6816.09,1797.48,264263,424.18,d,c,2490.0,Medium
613,5261587,6728.37,1643.82,782665,1000.85,c,a,250.0,Medium
614,5140680,6590.62,1532.97,734125,941.19,a,a,1160.0,Medium
615,7585401,9712.42,2304.23,968524,1240.11,d,a,730.0,High
616,6611772,8487.51,2107.28,646898,830.42,a,c,3040.0,High
617,4960149,6359.17,2138.64,448262,574.69,a,c,8940.0,Medium
618,5334682,6830.58,1603.11,394848,505.57,d,c,9910.0,Medium
619,2676841,4303.6,1506.87,266765,428.88,a,a,1600.0,Low
620,4835283,7773.77,1457.49,441221,709.36,d,c,5440.0,High
621,4608739,5916.22,1429.64,628261,806.5,a,a,30.0,Medium
622,3385282,4317.96,1151.48,337120,430.0,a,c,2320.0,Low
623,5473895,7127.47,2161.29,639137,832.21,a,a,4080.0,High
624,5467853,7019.07,2022.62,531966,682.88,a,c,6920.0,High
625,4907852,6300.2,1745.02,480529,616.85,a,a,1170.0,Medium
626,7318373,9382.53,2686.28,647107,829.62,c,c,10740.0,High
627,4679168,5991.25,1543.65,480797,615.62,c,c,3970.0,Medium
628,4885169,6231.08,1917.56,598144,762.94,a,c,2180.0,Medium
629,4760004,7652.74,1908.75,422113,678.64,d,a,510.0,High
630,5403029,6935.85,2617.21,618196,793.58,a,a,1690.0,Medium
631,4233841,5400.31,1225.11,500538,638.44,d,c,2870.0,Medium
632,5510559,7028.77,1376.22,708433,903.61,a,a,3350.0,High
633,4482889,7207.22,1450.95,341963,549.78,d,a,11640.0,High
634,5236366,6713.29,2506.84,507938,651.2,d,a,18610.0,Medium
635,4609211,5909.24,2571.72,465439,596.72,a,a,27530.0,Medium
636,3692957,5927.7,2333.69,445334,714.82,c,a,720.0,Medium
637,5415918,8707.26,1884.07,431086,693.06,d,c,9790.0,High
638,3713936,6009.61,1202.81,313767,507.71,d,a,10170.0,Medium
639,3688329,4734.7,1509.05,378581,485.98,a,a,7780.0,Low
640,8984969,11533.98,2649.29,685137,879.51,d,c,8040.0,Very High
641,4490386,5764.3,1911.63,419152,538.06,a,c,610.0,Medium
642,2845461,3652.71,786.54,373828,479.88,c,c,530.0,Low
643,6267634,7994.43,2103.34,799871,1020.24,a,a,230.0,High
644,5537010,9353.06,2688.07,609472,1029.51,c,a,4030.0,High
645,8337410,10730.26,2748.23,1031306,1327.29,a,a,90.0,Very High
646,3126126,5025.93,982.82,439386,706.41,a,a,620.0,Medium
647,4527267,5774.58,1561.41,531153,677.49,a,c,7420.0,Medium
648,5154013,6574.0,1439.7,478100,609.82,d,a,2130.0,Medium
649,2873358,3683.79,1457.82,301609,386.68,a,a,14570.0,Low
650,3975207,6391.01,1114.58,412899,663.82,a,a,1420.0,Medium
651,5932759,7615.87,1585.89,738819,948.42,a,a,200.0,High
652,5190629,6637.63,2201.55,532554,681.02,a,a,20390.0,Medium
653,4608178,5915.5,1519.76,389640,500.18,d,c,7520.0,Medium
654,5050619,6475.15,2451.65,533663,684.18,c,a,6930.0,Medium
655,6256703,8031.71,2492.5,535521,687.45,d,c,960.0,High
656,2534495,3245.19,690.3,296129,379.17,d,a,410.0,Low
657,4698459,6054.72,2046.3,594536,766.15,c,c,80.0,Medium
658,4719829,6058.83,1804.01,466330,598.63,d,c,520.0,Medium
659,4407938,5643.97,1698.37,535041,685.07,d,a,1590.0,Medium
660,2871525,4616.6,1569.43,309426,497.47,a,a,1200.0,Low
661,5503903,7157.22,1465.58,453009,589.09,d,c,2140.0,High
662,6616587,8439.52,2678.18,604735,771.35,d,a,1070.0,High
663,3623173,4786.23,1627.93,494265,652.93,a,c,7860.0,Low
664,3858158,4946.36,1521.67,469879,602.41,d,c,1680.0,Low
665,6360621,8207.25,2539.28,975872,1259.19,a,a,90.0,High
666,5451906,7016.61,2066.73,508809,654.84,c,c,2700.0,High
667,6879831,8786.5,2226.78,621178,793.33,d,c,2870.0,High
668,7009629,8940.85,1995.51,906876,1156.73,c,a,1270.0,High
669,2807854,4514.23,988.8,245019,393.92,d,a,17080.0,Low
670,4092358,6589.95,1557.38,435070,700.6,a,a,2060.0,Medium
671,3691881,5935.5,1357.13,369379,593.86,a,c,2070.0,Medium
672,6892942,8837.11,2107.62,1083587,1389.21,c,a,240.0,High
673,5536916,7126.02,1893.12,452784,582.73,d,c,15170.0,High
674,6112239,8193.35,2723.65,756535,1014.12,a,a,2640.0,High
675,3341266,4278.19,1579.84,350178,448.37,a,a,2100.0,Low
676,7057092,7687.46,2397.41,1549211,1687.59,b,b,1410.0,High
677,4938047,7938.98,2024.71,396633,637.67,d,a,1740.0,High
678,5686651,7299.94,2104.29,642924,825.32,c,a,3250.0,High
679,7796037,9943.92,2153.79,832152,1061.42,a,a,4140.0,High
680,4080960,5205.31,1322.6,620159,791.02,c,a,170.0,Medium
681,2731676,3561.51,1156.02,375017,488.94,a,c,620.0,Low
682,10557379,11207.41,3253.52,1656830,1758.84,b,a,150.0,Very High
683,7171315,9147.09,2565.59,688589,878.3,a,a,2850.0,High
684,4802690,7721.37,2302.1,385149,619.21,d,c,680.0,High
685,5165199,6630.55,2629.94,477101,612.45,a,a,650.0,Medium
686,4875320,6250.41,2494.94,587900,753.72,a,a,20050.0,Medium
687,6522150,8372.46,1796.75,572085,734.38,d,c,2770.0,High
688,2820350,3615.83,1390.53,284035,364.15,a,a,18760.0,Low
689,5503014,7046.11,1905.66,557206,713.45,d,a,15040.0,High
690,4354600,5589.99,1382.51,617086,792.15,a,a,100.0,Medium
691,6521018,8371.01,2073.72,484001,621.31,d,c,3030.0,High
692,5132377,6588.42,2201.55,620914,797.07,a,a,40.0,Medium
693,5160800,6607.94,2807.45,386231,494.53,d,a,450.0,Medium
694,5005559,8047.52,1565.24,482870,776.32,a,c,460.0,High
695,4201243,5393.12,2140.0,400312,513.88,a,a,550.0,Medium
696,6154509,7850.14,1952.68,780542,995.59,a,c,430.0,High
697,8301159,10656.17,2543.43,782616,1004.64,d,a,3780.0,Very High
698,12202270,15564.12,2506.62,1518304,1936.61,a,a,1790.0,Very High
699,6373219,8320.13,2047.63,749312,978.21,a,a,180.0,High
700,3297857,4356.48,1677.62,399042,527.14,a,c,830.0,Low
701,3594522,5778.97,1706.47,391641,629.65,d,a,1450.0,Medium
702,2720610,4373.97,1155.11,215970,347.22,a,a,8550.0,Low
703,2563326,3290.53,956.94,274642,352.56,a,a,80.0,Low
704,8138397,10393.87,2443.75,843720,1077.55,d,c,1910.0,Very High
705,6206501,7967.27,2474.76,747320,959.33,a,a,4140.0,High
706,3572311,5743.27,1295.16,326197,524.43,d,a,7830.0,Medium
707,6481071,8319.73,2529.7,711970,913.95,a,c,2900.0,High
708,3145529,4571.99,2070.31,325392,472.95,c,c,11470.0,Low
709,7751342,9886.92,3169.21,1017426,1297.74,a,a,500.0,High
710,2828018,4546.65,1306.1,232122,373.19,d,a,1500.0,Low
711,4307666,6914.39,1853.01,318552,511.32,d,a,17110.0,Medium
712,3994137,6421.44,1643.02,357449,574.68,a,a,4870.0,Medium
713,8349365,10718.06,2694.8,1023424,1313.77,a,c,220.0,Very High
714,3538417,4553.95,1262.63,257282,331.12,d,c,12070.0,Low
715,5037090,6491.1,2560.76,524113,675.4,a,a,14810.0,Medium
716,3556025,5717.08,1250.32,282580,454.31,d,a,3200.0,Medium
717,4325705,5552.89,1884.51,435789,559.42,d,c,310.0,Medium
718,6178736,7911.31,1759.69,667942,855.24,a,a,1100.0,High
719,3348602,5383.6,1238.38,284100,456.75,c,c,8190.0,Medium
720,5618245,7166.13,1726.21,562504,717.48,a,c,15320.0,High
721,6015956,7673.41,1470.7,592864,756.2,a,c,3590.0,High
722,7711931,9836.65,2022.84,1241124,1583.07,a,a,50.0,High
723,5492073,7032.1,1783.8,442701,566.84,d,c,5650.0,High
724,5307253,6812.91,1510.57,544604,699.11,d,c,5900.0,Medium
725,4505981,5747.42,1241.2,466760,595.36,d,c,17540.0,Medium
726,8617965,11048.67,3926.65,830336,1064.53,a,c,40540.0,Very High
727,3537376,4529.29,1262.78,353663,452.83,a,a,2050.0,Low
728,4075915,5245.71,1122.3,355913,458.06,d,a,13990.0,Medium
729,8217604,10548.91,2750.8,843139,1082.34,c,c,8980.0,Very High
730,6315412,8055.37,1892.72,771672,984.28,c,a,1190.0,High
731,7177402,9249.23,2522.4,737912,950.92,a,a,15270.0,High
732,5135916,5816.44,2246.66,584069,661.46,a,c,35280.0,Medium
733,14067158,14933.29,1838.04,3206058,3403.46,b,b,860.0,Very High
734,4658828,5980.52,2145.69,440954,566.05,a,a,220.0,Medium
735,4304462,5518.54,2069.06,424583,544.34,d,c,1920.0,Medium
736,3261815,5244.08,1283.92,316774,509.28,c,c,1650.0,Medium
737,4765845,6117.9,1957.93,699863,898.41,a,a,100.0,Medium
738,6628200,8508.6,1764.39,546636,701.72,d,c,5980.0,High
739,5944868,9557.67,2644.02,476019,765.3,d,c,2770.0,High
740,5449956,6978.18,1727.9,397647,509.15,d,a,6400.0,Medium
741,5973663,7619.47,1824.49,721461,920.23,d,c,11900.0,High
742,6252167,8025.89,1983.12,679893,872.78,d,c,4380.0,High
743,2976940,3816.59,1393.38,326296,418.33,a,a,6710.0,Low
744,4511526,7457.07,1324.62,505061,834.81,a,a,1370.0,High
745,5849281,7499.08,2971.03,553511,709.63,a,a,17650.0,High
746,4716888,6039.55,1776.7,397568,509.05,d,c,4330.0,Medium
747,6261174,8027.15,2226.4,547051,701.35,c,c,45740.0,High
748,4469650,5737.68,1569.98,379885,487.66,d,a,2380.0,Medium
749,4042901,5189.86,1958.36,495780,636.43,a,a,3410.0,Medium
750,3108353,4997.35,1248.09,250543,402.8,d,a,8670.0,Low
751,3284432,4216.22,1076.97,446946,573.74,a,a,650.0,Low
752,4091043,5251.66,1904.58,357872,459.4,a,a,970.0,Medium
753,6785308,8710.28,2251.26,595402,764.32,d,c,540.0,High
754,6324001,8086.96,2641.46,755067,965.56,c,c,380.0,High
755,8187392,10483.22,2356.56,699323,895.42,d,c,13130.0,Very High
756,12911782,16574.82,3912.56,1827980,2346.57,a,c,50.0,Very High
757,4832775,6219.79,1632.85,416360,535.86,a,c,3450.0,Medium
758,3768116,4868.37,1281.24,492895,636.82,a,c,19780.0,Low
759,5460897,7010.14,2221.45,603295,774.45,a,a,110.0,High
760,5935009,7638.36,1018.89,953570,1227.25,a,a,560.0,High
761,6843911,8729.48,2103.08,780038,994.95,a,a,2390.0,High
762,2965697,3886.89,1206.81,297292,389.64,d,c,1280.0,Low
763,4802197,6125.25,1396.92,459640,586.28,d,c,32240.0,Medium
764,2714404,3538.99,1382.91,303938,396.27,a,c,26490.0,Low
765,6609836,8506.87,2069.19,552225,710.71,a,c,25430.0,High
766,3809093,6123.94,1446.24,329475,529.7,d,c,9820.0,Medium
767,4722348,6023.4,1877.21,482393,615.3,a,c,13080.0,Medium
768,10185601,12991.84,3350.46,1054827,1345.44,a,c,2630.0,Very High
769,10198000,10825.9,1851.33,2902351,3081.05,b,b,840.0,Very High
770,5046197,6477.79,2006.4,571210,733.26,a,c,100.0,Medium
771,4181091,6722.01,1531.75,428572,689.02,a,a,20640.0,Medium
772,2804862,3582.2,827.11,382210,488.14,d,c,1850.0,Low
773,4464281,5716.11,1236.37,618439,791.86,a,a,200.0,Medium
774,4307095,5493.74,1119.91,559318,713.42,a,c,640.0,Medium
775,5405733,8690.89,1777.63,386321,621.09,d,c,6970.0,High
776,3728530,4804.81,1327.68,414825,534.57,c,a,700.0,Low
777,3109262,3991.35,1063.96,273048,350.51,d,c,8250.0,Low
778,3670582,5901.26,1409.57,497906,800.49,a,a,340.0,Medium
779,5560247,7128.52,2894.21,546065,700.08,a,a,16990.0,High
780,5106807,6547.19,2520.14,615416,788.99,a,a,18160.0,Medium
781,3839505,4922.44,1777.42,524908,672.96,a,a,630.0,Low
782,4275775,5488.8,1310.04,399793,513.21,c,c,5390.0,Medium
783,5364665,6860.19,1579.81,530718,678.67,d,c,15490.0,Medium
784,6038270,7751.31,2295.7,642805,825.17,a,a,560.0,High
785,5072473,6511.52,2014.01,437324,561.39,d,c,970.0,Medium
786,2779666,3563.67,1452.81,431356,553.02,a,a,290.0,Low
787,7977175,10227.15,2596.09,890735,1141.97,c,c,3210.0,Very High
788,14082141,17961.91,3150.65,1346835,1717.9,a,c,1530.0,Very High
789,2626269,3380.01,630.27,364576,469.21,a,c,9770.0,Low
790,5820810,7453.02,1634.09,532923,682.36,d,c,9070.0,High
791,5973977,7668.78,2181.07,631301,810.4,a,a,5950.0,High
792,5756322,7389.37,2445.49,538855,691.73,d,a,17280.0,High
793,3764223,4832.12,1742.77,356672,457.86,d,a,2710.0,Low
