Date,Actual_Sales,Forecasted_Sales,Lower_Bound,Upper_Bound,Is_Forecast,Sales_Type,Year,Month,Month_Name,Day_of_Week,Week_of_Year,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Store,StoreType,Assortment,CompetitionDistance,DayOfWeek,IsWeekend,Year_detail,Month_detail,Total_Stores_Open,Avg_Customers_Per_Store,Sales_Per_Customer,Promo_Penetration,Holiday_Penetration
2013-08-20,5989832.0,6871720.797096991,5396082.155937074,8558504.789160259,False,Historical,2013,8,August,Tuesday,34,5989832,746497,1.0,0.0,0.0,0.6325247079964061,1113,a,a,5405.579514824798,1,0.0,2013,8,1113,670.7070979335131,8.023919721043756,0.0,0.0
2013-08-21,5696932.0,6443589.882978756,4996711.087704805,8043420.685470123,False,Historical,2013,8,August,Wednesday,34,5696932,716191,1.0,0.0,0.0,0.6325247079964061,1113,a,a,5405.579514824798,2,0.0,2013,8,1113,643.4779874213837,7.954487001372539,0.0,0.0
2013-08-22,5759988.0,6158961.804973535,4656517.6764281215,7771851.32275871,False,Historical,2013,8,August,Thursday,34,5759988,726355,1.0,0.0,0.0,0.6325247079964061,1113,a,a,5405.579514824798,3,0.0,2013,8,1113,652.6100628930818,7.929990156328517,0.0,0.0
2013-08-23,6035936.0,6652705.136243569,5065553.859944852,8229219.55768243,False,Historical,2013,8,August,Friday,34,6035936,746418,1.0,0.0,0.0,0.6325247079964061,1113,a,a,5405.579514824798,4,0.0,2013,8,1113,670.6361185983827,8.0865359624232,0.0,0.0
2013-08-24,5397910.0,6927336.860911685,5296349.385403959,8527742.660276957,False,Historical,2013,8,August,Saturday,34,5397910,647011,1.0,0.0,0.0,0.0,1111,a,a,5406.4626462646265,5,1.0,2013,8,1111,582.3681368136814,8.342841157260077,0.0,0.0
2013-08-25,225182.0,491180.2344465652,-1154594.6359695664,2077176.1745533163,False,Historical,2013,8,August,Sunday,34,225182,41185,1.0,0.0,0.0,0.0,32,b,c,12925.9375,6,1.0,2013,8,32,1287.03125,5.467573145562705,0.0,0.0
2013-08-26,10302422.0,10591692.17862812,9017003.406263994,12145222.375961334,False,Historical,2013,8,August,Monday,35,10302422,1026494,1.0,1.0,0.0,0.5323741007194245,1112,a,a,5409.208633093525,0,0.0,2013,8,1112,923.1061151079136,10.03651458264734,1.0,0.0
2013-08-27,8397061.0,9677957.435514724,8019546.24966375,11202675.89452424,False,Historical,2013,8,August,Tuesday,35,8397061,891739,1.0,1.0,0.0,0.5323741007194245,1112,a,a,5409.208633093525,1,0.0,2013,8,1112,801.9235611510792,9.416500792272178,1.0,0.0
2013-08-28,7838558.0,8528708.639018646,7041943.168724538,10217650.514008334,False,Historical,2013,8,August,Wednesday,35,7838558,844061,1.0,1.0,0.46720575022461813,0.5327942497753818,1113,a,a,5404.761904761905,2,0.0,2013,8,1113,758.3656783468105,9.286719798687535,1.0,0.46720575022461813
2013-08-29,7970501.0,7400663.694125143,5694250.6945235785,8991739.543306472,False,Historical,2013,8,August,Thursday,35,7970501,865299,1.0,1.0,1.0,0.48201438848920863,1112,a,a,5409.208633093525,3,0.0,2013,8,1112,778.1465827338129,9.21126801255982,1.0,1.0
2013-08-30,9221577.0,7900911.633579003,6269929.36303616,9489803.510822346,False,Historical,2013,8,August,Friday,35,9221577,971094,1.0,1.0,1.0,0.4829443447037702,1114,a,a,5400.215439856373,4,0.0,2013,8,1114,871.7181328545781,9.496070411309306,1.0,1.0
2013-08-31,6458023.0,5563057.553629702,3923405.252521307,7147870.5320684565,False,Historical,2013,8,August,Saturday,35,6458023,728094,1.0,0.0,1.0,0.0,1113,a,a,5398.005390835579,5,1.0,2013,8,1113,654.1725067385445,8.869765442374199,0.0,1.0
2013-09-01,250990.0,-898842.4013281243,-2369208.7936109877,732191.3204433644,False,Historical,2013,9,September,Sunday,35,250990,42368,1.0,0.0,1.0,0.0,33,b,c,13418.787878787878,6,1.0,2013,9,33,1283.878787878788,5.9240464501510575,0.0,1.0
2013-09-02,6834913.0,6550627.108886619,4839849.128584324,8204075.199313168,False,Historical,2013,9,September,Monday,36,6834913,817928,1.0,0.0,1.0,0.48201438848920863,1112,a,a,5406.061151079137,0,0.0,2013,9,1112,735.5467625899281,8.356374888743263,0.0,1.0
2013-09-03,6322579.0,5625937.454485279,3992896.400522378,7219051.560243339,False,Historical,2013,9,September,Tuesday,36,6322579,780680,1.0,0.0,1.0,0.481981981981982,1110,a,a,5406.135135135135,1,0.0,2013,9,1110,703.3153153153153,8.098810011784598,0.0,1.0
2013-09-04,5985810.0,5110086.126782205,3570435.9727347395,6768187.632940277,False,Historical,2013,9,September,Wednesday,36,5985810,749766,1.0,0.0,1.0,0.22432432432432434,1110,a,a,5406.135135135135,2,0.0,2013,9,1110,675.4648648648649,7.983570874112723,0.0,1.0
2013-09-05,5843845.0,4819990.863662638,3263607.939999817,6448972.855264972,False,Historical,2013,9,September,Thursday,36,5843845,736801,1.0,0.0,1.0,0.22432432432432434,1110,a,a,5406.135135135135,3,0.0,2013,9,1110,663.7846846846846,7.931374957417267,0.0,1.0
2013-09-06,6121373.0,5310013.841018991,3672575.145893852,6899460.304411224,False,Historical,2013,9,September,Friday,36,6121373,753490,1.0,0.0,1.0,0.22432432432432434,1110,a,a,5406.135135135135,4,0.0,2013,9,1110,678.8198198198198,8.12402686167036,0.0,1.0
2013-09-07,5795003.0,5711191.578367991,4144739.906194745,7436697.347544861,False,Historical,2013,9,September,Saturday,36,5795003,680941,1.0,0.0,1.0,0.0,1111,a,a,5401.512151215122,5,1.0,2013,9,1111,612.9081908190819,8.510286500592562,0.0,1.0
2013-09-08,225500.0,-787285.3323159958,-2259995.783136405,784770.5564867832,False,Historical,2013,9,September,Sunday,36,225500,39630,1.0,0.0,1.0,0.0,32,b,c,12925.9375,6,1.0,2013,9,32,1238.4375,5.690133737067878,0.0,1.0
2013-09-09,11058017.0,9246622.45756172,7632727.218329865,10837525.52496527,False,Historical,2013,9,September,Monday,37,11058017,1059134,1.0,1.0,1.0,0.16021602160216022,1111,a,a,5401.512151215122,0,0.0,2013,9,1111,953.3159315931593,10.440621300043244,1.0,1.0
2013-09-10,8946722.0,8305460.894332386,6624448.527051348,9928040.156922396,False,Historical,2013,9,September,Tuesday,37,8946722,909871,1.0,1.0,1.0,0.16021602160216022,1111,a,a,5401.512151215122,1,0.0,2013,9,1111,818.965796579658,9.832956539993033,1.0,1.0
2013-09-11,8285894.0,7860030.062217852,6194105.685441052,9523079.316367064,False,Historical,2013,9,September,Wednesday,37,8285894,871907,1.0,1.0,1.0,0.16097122302158273,1112,a,a,5400.278776978417,2,0.0,2013,9,1112,784.0890287769785,9.5031855461649,1.0,1.0
2013-09-12,8096007.0,7500950.396286892,5952030.124743099,9094076.85269388,False,Historical,2013,9,September,Thursday,37,8096007,880642,1.0,1.0,1.0,0.0,1112,a,a,5400.278776978417,3,0.0,2013,9,1112,791.9442446043165,9.19330102357144,1.0,1.0
2013-09-13,8371696.0,7977962.287926208,6371883.275774695,9539445.494400948,False,Historical,2013,9,September,Friday,37,8371696,915379,1.0,1.0,1.0,0.0,1113,a,a,5396.657681940701,4,0.0,2013,9,1113,822.4429469901168,9.145606355400332,1.0,1.0
2013-09-14,5894325.0,5755522.0245662,4118233.191104649,7256985.748168624,False,Historical,2013,9,September,Saturday,37,5894325,693776,1.0,0.0,1.0,0.0,1113,a,a,5396.657681940701,5,1.0,2013,9,1113,623.3387241689129,8.49600591545398,0.0,1.0
2013-09-15,224076.0,-784011.6441422553,-2348176.8111850456,826757.0770952373,False,Historical,2013,9,September,Sunday,37,224076,39654,1.0,0.0,1.0,0.0,32,b,c,12925.9375,6,1.0,2013,9,32,1239.1875,5.650779240429717,0.0,1.0
2013-09-16,6130906.0,6528309.055699172,4904190.688379891,8131960.208224423,False,Historical,2013,9,September,Monday,38,6130906,769479,1.0,0.0,1.0,0.0,1113,a,a,5396.657681940701,0,0.0,2013,9,1113,691.355795148248,7.967606653332969,0.0,1.0
2013-09-17,5785061.0,5564170.257108567,4007473.010455048,7167798.778778108,False,Historical,2013,9,September,Tuesday,38,5785061,733944,1.0,0.0,1.0,0.0,1113,a,a,5396.657681940701,1,0.0,2013,9,1113,659.4285714285714,7.8821558593026175,0.0,1.0
2013-09-18,5438193.0,5096821.139305427,3435617.6598335123,6709377.648035469,False,Historical,2013,9,September,Wednesday,38,5438193,687725,1.0,0.0,1.0,0.0,1114,a,a,5394.389587073609,2,0.0,2013,9,1114,617.3473967684022,7.907510996401178,0.0,1.0
2013-09-19,5797033.0,4769681.192878915,3077628.2665592176,6363748.50969576,False,Historical,2013,9,September,Thursday,38,5797033,734083,1.0,0.0,1.0,0.0,1114,a,a,5394.389587073609,3,0.0,2013,9,1114,658.9614003590664,7.896972140752476,0.0,1.0
2013-09-20,6042768.0,5227314.336173283,3443771.665483741,6769472.6045570765,False,Historical,2013,9,September,Friday,38,6042768,743017,1.0,0.0,1.0,0.0,1114,a,a,5394.389587073609,4,0.0,2013,9,1114,666.9811490125674,8.132745280390624,0.0,1.0
2013-09-21,5745122.0,5669464.451652787,4159932.81575474,7288473.641866142,False,Historical,2013,9,September,Saturday,38,5745122,681199,1.0,0.0,1.0,0.0,1114,a,a,5394.389587073609,5,1.0,2013,9,1114,611.4892280071813,8.433837982733387,0.0,1.0
2013-09-22,204164.0,-915002.6713465034,-2501361.2845255267,693208.320156686,False,Historical,2013,9,September,Sunday,38,204164,36938,1.0,0.0,1.0,0.0,32,b,c,12925.9375,6,1.0,2013,9,32,1154.3125,5.527207753532947,0.0,1.0
2013-09-23,9449348.0,9099918.474995429,7598187.709905256,10685861.50557924,False,Historical,2013,9,September,Monday,39,9449348,967001,1.0,1.0,1.0,0.0,1114,a,a,5394.389587073609,0,0.0,2013,9,1114,868.0439856373429,9.771807888513042,1.0,1.0
2013-09-24,7922441.0,8111568.541158198,6580674.463961186,9898333.05040472,False,Historical,2013,9,September,Tuesday,39,7922441,858835,1.0,1.0,1.0,0.0,1114,a,a,5394.389587073609,1,0.0,2013,9,1114,770.9470377019749,9.224636862726834,1.0,1.0
2013-09-25,7390563.0,7621361.084952784,5982095.398274629,9268829.925004534,False,Historical,2013,9,September,Wednesday,39,7390563,814577,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,2,0.0,2013,9,1115,730.562331838565,9.072884454140002,1.0,1.0
2013-09-26,7489318.0,7271524.837447287,5532218.702101202,8942945.506905057,False,Historical,2013,9,September,Thursday,39,7489318,826372,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,3,0.0,2013,9,1115,741.1408071748879,9.062889352495002,1.0,1.0
2013-09-27,8267396.0,7709140.804996486,5973291.703581098,9260385.533267897,False,Historical,2013,9,September,Friday,39,8267396,896964,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,4,0.0,2013,9,1115,804.4520179372197,9.217087865287793,1.0,1.0
2013-09-28,6245049.0,5426879.253331272,3781606.9641039353,6885168.017444004,False,Historical,2013,9,September,Saturday,39,6245049,712937,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,5,1.0,2013,9,1115,639.4053811659193,8.759608492756023,0.0,1.0
2013-09-29,228875.0,-1204504.4413404462,-2862276.1213165303,445945.9701280859,False,Historical,2013,9,September,Sunday,39,228875,40267,1.0,0.0,1.0,0.0,33,b,c,13418.787878787878,6,1.0,2013,9,33,1220.2121212121212,5.683934735639606,0.0,1.0
2013-09-30,7660976.0,6153488.609792216,4586705.373283174,7736018.816279074,False,Historical,2013,9,September,Monday,40,7660976,874726,1.0,0.0,1.0,0.10682226211849193,1114,a,a,5400.834829443447,0,0.0,2013,9,1114,785.2118491921005,8.758143692996436,0.0,1.0
2013-10-01,6677200.0,5405715.874309076,3825940.57406579,7028595.55246356,False,Historical,2013,10,October,Tuesday,40,6677200,804037,1.0,0.0,0.8322869955156951,0.10762331838565023,1115,a,a,5396.600896860987,1,0.0,2013,10,1115,721.1094170403587,8.304592947836978,0.0,0.8322869955156951
2013-10-02,7168893.0,6216752.2003507605,4644040.855776099,7797124.468187754,False,Historical,2013,10,October,Wednesday,40,7168893,864349,1.0,0.0,0.0,0.10762331838565023,1115,a,a,5396.600896860987,2,0.0,2013,10,1115,775.2008968609865,8.293979630912975,0.0,0.0
2013-10-03,285518.0,4268429.360155549,2586886.6220818567,5798198.22200215,False,Historical,2013,10,October,Thursday,40,285518,48103,1.0,0.0,1.0,0.15,40,b,c,11148.75,3,0.0,2013,10,40,1202.575,5.935554954992412,0.0,1.0
2013-10-04,8196635.0,6321896.851549142,4779802.171322198,7945849.843659825,False,Historical,2013,10,October,Friday,40,8196635,945977,1.0,0.0,0.0,0.2663677130044843,1115,a,a,5396.600896860987,4,0.0,2013,10,1115,848.409865470852,8.664729692159534,0.0,0.0
2013-10-05,6142021.0,6647511.679289388,4934022.465929154,8249881.094941523,False,Historical,2013,10,October,Saturday,40,6142021,706614,1.0,0.0,0.0,0.019730941704035873,1115,a,a,5396.600896860987,5,1.0,2013,10,1115,633.734529147982,8.692186964877571,0.0,0.0
2013-10-06,217293.0,-14472.226029099742,-1603543.0588729978,1623348.7881106338,False,Historical,2013,10,October,Sunday,40,217293,38215,1.0,0.0,0.0,0.03225806451612903,31,b,c,12374.193548387097,6,1.0,2013,10,31,1232.741935483871,5.686065681015308,0.0,0.0
2013-10-07,11062400.0,10122815.959703002,8571264.189143015,11726544.577740682,False,Historical,2013,10,October,Monday,41,11062400,1078134,1.0,1.0,0.0,0.2663677130044843,1115,a,a,5396.600896860987,0,0.0,2013,10,1115,966.9363228699551,10.26069115712889,1.0,0.0
2013-10-08,8949093.0,9101789.71081206,7530044.533624388,10651895.171039516,False,Historical,2013,10,October,Tuesday,41,8949093,929711,1.0,1.0,0.0,0.2663677130044843,1115,a,a,5396.600896860987,1,0.0,2013,10,1115,833.8215246636771,9.625671848563693,1.0,0.0
2013-10-09,8089729.0,8587632.436890291,7090036.826337807,10249462.78748004,False,Historical,2013,10,October,Wednesday,41,8089729,858684,1.0,1.0,0.0,0.2663677130044843,1115,a,a,5396.600896860987,2,0.0,2013,10,1115,770.1201793721973,9.421078068299863,1.0,0.0
2013-10-10,7809827.0,8220619.373395195,6554860.842361273,9897706.519409362,False,Historical,2013,10,October,Thursday,41,7809827,842255,1.0,1.0,0.0,0.2663677130044843,1115,a,a,5396.600896860987,3,0.0,2013,10,1115,755.3856502242153,9.272520792396602,1.0,0.0
2013-10-11,8141538.0,8653173.00601869,6975977.609056733,10252742.42228811,False,Historical,2013,10,October,Friday,41,8141538,867610,1.0,1.0,0.0,0.2663677130044843,1115,a,a,5396.600896860987,4,0.0,2013,10,1115,778.1255605381166,9.383868327935362,1.0,0.0
2013-10-12,6203651.0,6269476.164616525,4681590.49877717,7916320.5971246045,False,Historical,2013,10,October,Saturday,41,6203651,709747,1.0,0.0,0.0,0.019730941704035873,1115,a,a,5396.600896860987,5,1.0,2013,10,1115,636.5443946188341,8.740651246148275,0.0,0.0
2013-10-13,227064.0,-399903.7842341077,-2030911.645413661,1215756.9346780973,False,Historical,2013,10,October,Sunday,41,227064,39547,1.0,0.0,0.0,0.03225806451612903,31,b,c,12374.193548387097,6,1.0,2013,10,31,1275.7096774193549,5.741623890560599,0.0,0.0
2013-10-14,6571405.0,7066291.711934688,5399002.189883872,8692694.915222742,False,Historical,2013,10,October,Monday,42,6571405,796483,1.0,0.0,0.0,0.2591928251121076,1115,a,a,5396.600896860987,0,0.0,2013,10,1115,714.334529147982,8.250527632102632,0.0,0.0
2013-10-15,5864402.0,6066138.255848435,4527685.633405781,7678034.489253683,False,Historical,2013,10,October,Tuesday,42,5864402,712941,1.0,0.0,0.0,0.2591928251121076,1115,a,a,5396.600896860987,1,0.0,2013,10,1115,639.4089686098655,8.225648405688549,0.0,0.0
2013-10-16,5933839.0,5579101.969400445,3889410.4004741446,7226253.188352706,False,Historical,2013,10,October,Wednesday,42,5933839,728359,1.0,0.0,0.0,0.2591928251121076,1115,a,a,5396.600896860987,2,0.0,2013,10,1115,653.2367713004485,8.146860270827984,0.0,0.0
2013-10-17,5861163.0,5243907.189027258,3627401.800600267,6920630.415007954,False,Historical,2013,10,October,Thursday,42,5861163,719827,1.0,0.0,0.0,0.2591928251121076,1115,a,a,5396.600896860987,3,0.0,2013,10,1115,645.5847533632287,8.142460619009846,0.0,0.0
2013-10-18,6319569.0,5715008.612558921,4098731.1508576046,7301148.300662909,False,Historical,2013,10,October,Friday,42,6319569,769390,1.0,0.0,0.0,0.2591928251121076,1115,a,a,5396.600896860987,4,0.0,2013,10,1115,690.0358744394618,8.213739455932622,0.0,0.0
2013-10-19,5868927.0,6126862.423411922,4606940.333622031,7773358.558922938,False,Historical,2013,10,October,Saturday,42,5868927,689293,1.0,0.0,0.0,0.10044843049327354,1115,a,a,5396.600896860987,5,1.0,2013,10,1115,618.2,8.514415495297355,0.0,0.0
2013-10-20,208367.0,-527362.7573872778,-2092574.5111075216,1162559.4836960577,False,Historical,2013,10,October,Sunday,42,208367,37774,1.0,0.0,0.0,0.0967741935483871,31,b,c,12374.193548387097,6,1.0,2013,10,31,1218.516129032258,5.516148673690899,0.0,0.0
2013-10-21,9833873.0,9811971.451856432,8271246.706225428,11542811.82975323,False,Historical,2013,10,October,Monday,43,9833873,1007327,1.0,1.0,0.0,0.5067264573991032,1115,a,a,5396.600896860987,0,0.0,2013,10,1115,903.4322869955157,9.762344303289796,1.0,0.0
2013-10-22,7927560.0,8858624.565675555,7144329.417333029,10492301.783911165,False,Historical,2013,10,October,Tuesday,43,7927560,864183,1.0,1.0,0.0,0.5067264573991032,1115,a,a,5396.600896860987,1,0.0,2013,10,1115,775.0520179372197,9.173473673978775,1.0,0.0
2013-10-23,7416700.0,8421416.673556378,6846314.215672901,10022313.447044063,False,Historical,2013,10,October,Wednesday,43,7416700,816017,1.0,1.0,0.0,0.5067264573991032,1115,a,a,5396.600896860987,2,0.0,2013,10,1115,731.8538116591928,9.088903785092713,1.0,0.0
2013-10-24,7378657.0,8137100.4221390225,6507247.052009988,9726058.838911653,False,Historical,2013,10,October,Thursday,43,7378657,833168,1.0,1.0,0.0,0.5067264573991032,1115,a,a,5396.600896860987,3,0.0,2013,10,1115,747.2358744394619,8.856145459259118,1.0,0.0
2013-10-25,7589058.0,8661812.981385093,7007685.978592636,10237211.772737892,False,Historical,2013,10,October,Friday,43,7589058,849316,1.0,1.0,0.0,0.5067264573991032,1115,a,a,5396.600896860987,4,0.0,2013,10,1115,761.7183856502243,8.935493973974351,1.0,0.0
2013-10-26,5744750.0,6263808.885519626,4626928.6180053335,7946374.645879272,False,Historical,2013,10,October,Saturday,43,5744750,681333,1.0,0.0,0.0,0.0,1115,a,a,5396.600896860987,5,1.0,2013,10,1115,611.0609865470852,8.431633283577927,0.0,0.0
2013-10-27,218159.0,-365056.0754534634,-1883619.9180264247,1384319.7355585548,False,Historical,2013,10,October,Sunday,43,218159,39427,1.0,0.0,0.0,0.0,31,b,c,12374.193548387097,6,1.0,2013,10,31,1271.8387096774193,5.533238643569128,0.0,0.0
2013-10-28,5831815.0,7369942.526585238,5745036.715689437,8987273.269791875,False,Historical,2013,10,October,Monday,44,5831815,726542,1.0,0.0,0.0,0.5829596412556054,1115,a,a,5396.600896860987,0,0.0,2013,10,1115,651.6071748878924,8.026810562913086,0.0,0.0
2013-10-29,6145546.0,6455036.669511939,4947016.403718647,8072401.247838099,False,Historical,2013,10,October,Tuesday,44,6145546,750236,1.0,0.0,0.0,0.5829596412556054,1115,a,a,5396.600896860987,1,0.0,2013,10,1115,672.857399103139,8.191483746447785,0.0,0.0
2013-10-30,6970004.0,6054920.809772053,4456896.168156474,7711431.397575566,False,Historical,2013,10,October,Wednesday,44,6970004,821116,1.0,0.0,0.0,0.5829596412556054,1115,a,a,5396.600896860987,2,0.0,2013,10,1115,736.4269058295964,8.488452301501859,0.0,0.0
2013-10-31,6807674.0,5767738.009997076,4237234.243174662,7237263.236140144,False,Historical,2013,10,October,Thursday,44,6807674,795543,1.0,0.0,0.0031545741324921135,0.4900105152471083,951,a,a,4702.271293375395,3,0.0,2013,10,951,836.5331230283912,8.557267174747311,0.0,0.0031545741324921135
2013-11-01,3940492.0,6213833.978906445,4641906.43764453,7805005.471788341,False,Historical,2013,11,November,Friday,44,3940492,475218,1.0,0.0,0.01289134438305709,0.20994475138121546,543,a,a,6559.02394106814,4,0.0,2013,11,543,875.171270718232,8.291967055119965,0.0,0.01289134438305709
2013-11-02,7410509.0,6709929.896241922,5034563.967557917,8306305.737090157,False,Historical,2013,11,November,Saturday,44,7410509,813168,1.0,0.0,0.0,0.0,1115,a,a,5396.600896860987,5,1.0,2013,11,1115,729.2986547085202,9.113134063317789,0.0,0.0
2013-11-03,175864.0,81033.83827423329,-1466058.9909771336,1688540.5515271814,False,Historical,2013,11,November,Sunday,44,175864,33251,1.0,0.0,0.0,0.0,18,b,b,2623.3333333333335,6,1.0,2013,11,18,1847.2777777777778,5.288983789961204,0.0,0.0
2013-11-04,10568398.0,10419886.51197309,8827844.044344332,12303169.971830156,False,Historical,2013,11,November,Monday,45,10568398,1018154,1.0,1.0,0.0,0.0,1115,a,a,5396.600896860987,0,0.0,2013,11,1115,913.142600896861,10.379960202484103,1.0,0.0
2013-11-05,9306571.0,9517895.925726973,8027310.279417671,11200869.826458732,False,Historical,2013,11,November,Tuesday,45,9306571,952191,1.0,1.0,0.0,0.0,1115,a,a,5396.600896860987,1,0.0,2013,11,1115,853.9829596412557,9.773848944171915,1.0,0.0
2013-11-06,8224747.0,8670503.647707881,7157819.050238863,10237161.757673752,False,Historical,2013,11,November,Wednesday,45,8224747,859106,1.0,1.0,0.2825112107623318,0.0,1115,a,a,5396.600896860987,2,0.0,2013,11,1115,770.4986547085202,9.573611405344625,1.0,0.2825112107623318
2013-11-07,7951819.0,7263771.222797343,5891040.537952173,8917066.991387282,False,Historical,2013,11,November,Thursday,45,7951819,857946,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,3,0.0,2013,11,1115,769.4582959641256,9.268437640597426,1.0,1.0
2013-11-08,8443830.0,7826786.957477637,6260038.472382116,9498454.292862032,False,Historical,2013,11,November,Friday,45,8443830,911685,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,4,0.0,2013,11,1115,817.6547085201794,9.261784497935142,1.0,1.0
2013-11-09,6566741.0,5612529.095036388,3926495.186389459,7261869.167482563,False,Historical,2013,11,November,Saturday,45,6566741,741586,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,5,1.0,2013,11,1115,665.0995515695067,8.85499591416235,0.0,1.0
2013-11-10,187852.0,-1044096.6258144516,-2661117.6488665845,589626.0593426005,False,Historical,2013,11,November,Sunday,45,187852,34576,1.0,0.0,1.0,0.0,17,b,b,1060.5882352941176,6,1.0,2013,11,17,2033.8823529411766,5.433017121702916,0.0,1.0
2013-11-11,6423778.0,6559131.330804066,4903985.27209495,8244090.457103828,False,Historical,2013,11,November,Monday,46,6423778,788493,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,0,0.0,2013,11,1115,707.1686098654709,8.146905552744286,0.0,1.0
2013-11-12,6003149.0,5644452.331760165,3990952.843757826,7276948.354665694,False,Historical,2013,11,November,Tuesday,46,6003149,732948,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,1,0.0,2013,11,1115,657.352466367713,8.190415964024734,0.0,1.0
2013-11-13,6028677.0,5242807.743579396,3684840.6976249823,6912472.207100774,False,Historical,2013,11,November,Wednesday,46,6028677,734978,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,2,0.0,2013,11,1115,659.1730941704036,8.20252715047253,0.0,1.0
2013-11-14,6140303.0,4985592.410441404,3424058.707890011,6649501.902742997,False,Historical,2013,11,November,Thursday,46,6140303,739223,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,3,0.0,2013,11,1115,662.980269058296,8.30642850668878,0.0,1.0
2013-11-15,6741987.0,5537945.893073452,3942620.195581562,7171343.842915306,False,Historical,2013,11,November,Friday,46,6741987,790440,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,4,0.0,2013,11,1115,708.9147982062781,8.529410201912858,0.0,1.0
2013-11-16,6605960.0,6076520.203209823,4446279.955502912,7683684.7233328605,False,Historical,2013,11,November,Saturday,46,6605960,736692,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,5,1.0,2013,11,1115,660.7103139013453,8.967058146416685,0.0,1.0
2013-11-17,194615.0,-604072.8291053624,-2239685.828743541,891126.3679337945,False,Historical,2013,11,November,Sunday,46,194615,34381,1.0,0.0,1.0,0.0,17,b,b,1060.5882352941176,6,1.0,2013,11,17,2022.4117647058824,5.660539251330677,0.0,1.0
2013-11-18,10528615.0,9777442.594509928,8224048.520478228,11293582.662901469,False,Historical,2013,11,November,Monday,47,10528615,1035495,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,0,0.0,2013,11,1115,928.6950672645739,10.16771206041555,1.0,1.0
2013-11-19,8895888.0,8854551.884462496,7126732.044836681,10584549.03911624,False,Historical,2013,11,November,Tuesday,47,8895888,918755,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,1,0.0,2013,11,1115,823.9955156950673,9.682546489542913,1.0,1.0
2013-11-20,7472513.0,8447679.305474479,6726160.462667216,10085370.039150024,False,Historical,2013,11,November,Wednesday,47,7472513,787897,1.0,1.0,1.0,0.0,1040,a,a,5163.692307692308,2,0.0,2013,11,1040,757.5932692307692,9.484124193898442,1.0,1.0
2013-11-21,8084449.0,8189320.744722888,6626118.195875808,9810758.65637128,False,Historical,2013,11,November,Thursday,47,8084449,870146,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,3,0.0,2013,11,1115,780.4,9.29091095057611,1.0,1.0
2013-11-22,8199106.0,8743243.707485644,7109696.336948769,10253187.622540422,False,Historical,2013,11,November,Friday,47,8199106,886710,1.0,1.0,1.0,0.0,1115,a,a,5396.600896860987,4,0.0,2013,11,1115,795.2556053811659,9.246660125632959,1.0,1.0
2013-11-23,6593077.0,6511961.407106123,5043083.530112592,8202450.961109778,False,Historical,2013,11,November,Saturday,47,6593077,740157,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,5,1.0,2013,11,1115,663.817937219731,8.907673642213746,0.0,1.0
2013-11-24,198110.0,-171597.17044785715,-1784618.6342633755,1373377.5193035435,False,Historical,2013,11,November,Sunday,47,198110,34995,1.0,0.0,1.0,0.0,17,b,b,1060.5882352941176,6,1.0,2013,11,17,2058.529411764706,5.661094442063152,0.0,1.0
2013-11-25,7204808.0,7451667.502993544,5784836.767720592,9070531.461623786,False,Historical,2013,11,November,Monday,48,7204808,823195,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,0,0.0,2013,11,1115,738.2914798206278,8.752249467015714,0.0,1.0
2013-11-26,6673704.0,6533268.111980808,4848710.334883125,8109311.507705214,False,Historical,2013,11,November,Tuesday,48,6673704,777337,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,1,0.0,2013,11,1115,697.1632286995516,8.585342007391903,0.0,1.0
2013-11-27,6725418.0,6131655.78533638,4466455.53312769,7793711.362158446,False,Historical,2013,11,November,Wednesday,48,6725418,766804,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,2,0.0,2013,11,1115,687.7165919282511,8.77071324614895,0.0,1.0
2013-11-28,7262197.0,5878354.283799272,4283635.821751458,7587723.877318943,False,Historical,2013,11,November,Thursday,48,7262197,813496,1.0,0.0,1.0,0.0,1115,a,a,5396.600896860987,3,0.0,2013,11,1115,729.5928251121077,8.927145308643189,0.0,1.0
