Date,Actual_Sales,Forecasted_Sales,Lower_Bound,Upper_Bound,Is_Forecast,Sales_Type,Year,Month,Month_Name,Day_of_Week,Week_of_Year
2013-08-30,9221577.0,7900911.633579003,6269929.36303616,9489803.510822346,False,Historical,2013,8,August,Friday,35
2013-08-31,6458023.0,5563057.553629702,3923405.252521307,7147870.5320684565,False,Historical,2013,8,August,Saturday,35
2013-09-01,250990.0,-898842.4013281243,-2369208.7936109873,732191.3204433644,False,Historical,2013,9,September,Sunday,35
2013-09-02,6834913.0,6550627.108886619,4839849.128584324,8204075.199313168,False,Historical,2013,9,September,Monday,36
2013-09-03,6322579.0,5625937.454485279,3992896.4005223783,7219051.560243339,False,Historical,2013,9,September,Tuesday,36
2013-09-04,5985810.0,5110086.126782205,3570435.9727347395,6768187.632940277,False,Historical,2013,9,September,Wednesday,36
2013-09-05,5843845.0,4819990.863662638,3263607.939999817,6448972.855264972,False,Historical,2013,9,September,Thursday,36
2013-09-06,6121373.0,5310013.841018991,3672575.145893852,6899460.304411224,False,Historical,2013,9,September,Friday,36
2013-09-07,5795003.0,5711191.578367991,4144739.906194745,7436697.347544861,False,Historical,2013,9,September,Saturday,36
2013-09-08,225500.0,-787285.3323159958,-2259995.7831364055,784770.5564867832,False,Historical,2013,9,September,Sunday,36
2013-09-09,11058017.0,9246622.45756172,7632727.218329865,10837525.52496527,False,Historical,2013,9,September,Monday,37
2013-09-10,8946722.0,8305460.894332386,6624448.527051348,9928040.156922396,False,Historical,2013,9,September,Tuesday,37
2013-09-11,8285894.0,7860030.062217852,6194105.685441052,9523079.316367064,False,Historical,2013,9,September,Wednesday,37
2013-09-12,8096007.0,7500950.396286892,5952030.124743099,9094076.85269388,False,Historical,2013,9,September,Thursday,37
2013-09-13,8371696.0,7977962.287926208,6371883.275774695,9539445.494400948,False,Historical,2013,9,September,Friday,37
2013-09-14,5894325.0,5755522.0245662,4118233.191104649,7256985.748168624,False,Historical,2013,9,September,Saturday,37
2013-09-15,224076.0,-784011.6441422553,-2348176.8111850456,826757.0770952373,False,Historical,2013,9,September,Sunday,37
2013-09-16,6130906.0,6528309.055699172,4904190.688379891,8131960.208224423,False,Historical,2013,9,September,Monday,38
2013-09-17,5785061.0,5564170.257108567,4007473.010455048,7167798.778778108,False,Historical,2013,9,September,Tuesday,38
2013-09-18,5438193.0,5096821.139305427,3435617.6598335123,6709377.648035469,False,Historical,2013,9,September,Wednesday,38
2013-09-19,5797033.0,4769681.192878915,3077628.2665592176,6363748.50969576,False,Historical,2013,9,September,Thursday,38
2013-09-20,6042768.0,5227314.336173283,3443771.665483741,6769472.6045570765,False,Historical,2013,9,September,Friday,38
2013-09-21,5745122.0,5669464.451652787,4159932.81575474,7288473.641866142,False,Historical,2013,9,September,Saturday,38
2013-09-22,204164.0,-915002.6713465034,-2501361.2845255267,693208.320156686,False,Historical,2013,9,September,Sunday,38
2013-09-23,9449348.0,9099918.474995427,7598187.709905256,10685861.50557924,False,Historical,2013,9,September,Monday,39
2013-09-24,7922441.0,8111568.541158198,6580674.463961186,9898333.05040472,False,Historical,2013,9,September,Tuesday,39
2013-09-25,7390563.0,7621361.084952784,5982095.398274629,9268829.925004534,False,Historical,2013,9,September,Wednesday,39
2013-09-26,7489318.0,7271524.837447287,5532218.702101202,8942945.506905057,False,Historical,2013,9,September,Thursday,39
2013-09-27,8267396.0,7709140.804996486,5973291.703581098,9260385.533267897,False,Historical,2013,9,September,Friday,39
2013-09-28,6245049.0,5426879.253331272,3781606.9641039353,6885168.017444004,False,Historical,2013,9,September,Saturday,39
2013-09-29,228875.0,-1204504.4413404462,-2862276.1213165303,445945.9701280859,False,Historical,2013,9,September,Sunday,39
2013-09-30,7660976.0,6153488.609792216,4586705.373283174,7736018.816279074,False,Historical,2013,9,September,Monday,40
2013-10-01,6677200.0,5405715.874309076,3825940.57406579,7028595.55246356,False,Historical,2013,10,October,Tuesday,40
2013-10-02,7168893.0,6216752.2003507605,4644040.855776099,7797124.468187754,False,Historical,2013,10,October,Wednesday,40
2013-10-03,285518.0,4268429.360155549,2586886.6220818567,5798198.22200215,False,Historical,2013,10,October,Thursday,40
2013-10-04,8196635.0,6321896.851549142,4779802.171322198,7945849.843659825,False,Historical,2013,10,October,Friday,40
2013-10-05,6142021.0,6647511.679289388,4934022.465929154,8249881.094941523,False,Historical,2013,10,October,Saturday,40
2013-10-06,217293.0,-14472.226029099742,-1603543.0588729978,1623348.7881106338,False,Historical,2013,10,October,Sunday,40
2013-10-07,11062400.0,10122815.959703002,8571264.189143015,11726544.577740682,False,Historical,2013,10,October,Monday,41
2013-10-08,8949093.0,9101789.71081206,7530044.533624388,10651895.171039516,False,Historical,2013,10,October,Tuesday,41
2013-10-09,8089729.0,8587632.436890291,7090036.826337807,10249462.78748004,False,Historical,2013,10,October,Wednesday,41
2013-10-10,7809827.0,8220619.373395195,6554860.842361273,9897706.519409362,False,Historical,2013,10,October,Thursday,41
2013-10-11,8141538.0,8653173.00601869,6975977.609056733,10252742.42228811,False,Historical,2013,10,October,Friday,41
2013-10-12,6203651.0,6269476.164616525,4681590.49877717,7916320.5971246045,False,Historical,2013,10,October,Saturday,41
2013-10-13,227064.0,-399903.78423410765,-2030911.6454136607,1215756.9346780973,False,Historical,2013,10,October,Sunday,41
2013-10-14,6571405.0,7066291.711934688,5399002.189883872,8692694.915222742,False,Historical,2013,10,October,Monday,42
2013-10-15,5864402.0,6066138.255848435,4527685.633405781,7678034.489253683,False,Historical,2013,10,October,Tuesday,42
2013-10-16,5933839.0,5579101.969400445,3889410.4004741446,7226253.188352706,False,Historical,2013,10,October,Wednesday,42
2013-10-17,5861163.0,5243907.189027258,3627401.800600267,6920630.415007954,False,Historical,2013,10,October,Thursday,42
2013-10-18,6319569.0,5715008.612558921,4098731.1508576046,7301148.300662909,False,Historical,2013,10,October,Friday,42
2013-10-19,5868927.0,6126862.423411922,4606940.333622031,7773358.558922938,False,Historical,2013,10,October,Saturday,42
2013-10-20,208367.0,-527362.7573872778,-2092574.5111075218,1162559.4836960575,False,Historical,2013,10,October,Sunday,42
2013-10-21,9833873.0,9811971.451856432,8271246.706225428,11542811.82975323,False,Historical,2013,10,October,Monday,43
2013-10-22,7927560.0,8858624.565675555,7144329.417333029,10492301.783911165,False,Historical,2013,10,October,Tuesday,43
2013-10-23,7416700.0,8421416.673556378,6846314.215672901,10022313.447044065,False,Historical,2013,10,October,Wednesday,43
2013-10-24,7378657.0,8137100.4221390225,6507247.052009988,9726058.838911653,False,Historical,2013,10,October,Thursday,43
2013-10-25,7589058.0,8661812.981385093,7007685.978592636,10237211.772737892,False,Historical,2013,10,October,Friday,43
2013-10-26,5744750.0,6263808.885519626,4626928.6180053335,7946374.645879272,False,Historical,2013,10,October,Saturday,43
2013-10-27,218159.0,-365056.0754534634,-1883619.9180264247,1384319.7355585548,False,Historical,2013,10,October,Sunday,43
2013-10-28,5831815.0,7369942.526585238,5745036.715689437,8987273.269791875,False,Historical,2013,10,October,Monday,44
2013-10-29,6145546.0,6455036.669511939,4947016.403718647,8072401.247838099,False,Historical,2013,10,October,Tuesday,44
2013-10-30,6970004.0,6054920.809772053,4456896.168156474,7711431.397575566,False,Historical,2013,10,October,Wednesday,44
2013-10-31,6807674.0,5767738.009997076,4237234.243174662,7237263.236140144,False,Historical,2013,10,October,Thursday,44
2013-11-01,3940492.0,6213833.978906445,4641906.43764453,7805005.471788341,False,Historical,2013,11,November,Friday,44
2013-11-02,7410509.0,6709929.896241922,5034563.967557917,8306305.737090157,False,Historical,2013,11,November,Saturday,44
2013-11-03,175864.0,81033.83827423329,-1466058.9909771336,1688540.5515271814,False,Historical,2013,11,November,Sunday,44
2013-11-04,10568398.0,10419886.51197309,8827844.044344332,12303169.971830156,False,Historical,2013,11,November,Monday,45
2013-11-05,9306571.0,9517895.925726973,8027310.279417671,11200869.826458732,False,Historical,2013,11,November,Tuesday,45
2013-11-06,8224747.0,8670503.647707881,7157819.050238863,10237161.757673753,False,Historical,2013,11,November,Wednesday,45
2013-11-07,7951819.0,7263771.2227973435,5891040.537952173,8917066.991387282,False,Historical,2013,11,November,Thursday,45
2013-11-08,8443830.0,7826786.957477637,6260038.472382116,9498454.292862032,False,Historical,2013,11,November,Friday,45
2013-11-09,6566741.0,5612529.095036388,3926495.186389459,7261869.167482563,False,Historical,2013,11,November,Saturday,45
2013-11-10,187852.0,-1044096.6258144515,-2661117.6488665845,589626.0593426005,False,Historical,2013,11,November,Sunday,45
2013-11-11,6423778.0,6559131.330804066,4903985.27209495,8244090.457103828,False,Historical,2013,11,November,Monday,46
2013-11-12,6003149.0,5644452.331760165,3990952.843757826,7276948.354665694,False,Historical,2013,11,November,Tuesday,46
2013-11-13,6028677.0,5242807.743579396,3684840.6976249823,6912472.207100774,False,Historical,2013,11,November,Wednesday,46
2013-11-14,6140303.0,4985592.410441404,3424058.707890011,6649501.902742997,False,Historical,2013,11,November,Thursday,46
2013-11-15,6741987.0,5537945.893073452,3942620.195581562,7171343.842915306,False,Historical,2013,11,November,Friday,46
2013-11-16,6605960.0,6076520.203209823,4446279.9555029115,7683684.7233328605,False,Historical,2013,11,November,Saturday,46
2013-11-17,194615.0,-604072.8291053624,-2239685.828743541,891126.3679337945,False,Historical,2013,11,November,Sunday,46
2013-11-18,10528615.0,9777442.594509928,8224048.520478228,11293582.662901467,False,Historical,2013,11,November,Monday,47
2013-11-19,8895888.0,8854551.884462496,7126732.044836681,10584549.039116241,False,Historical,2013,11,November,Tuesday,47
2013-11-20,7472513.0,8447679.305474479,6726160.462667216,10085370.039150024,False,Historical,2013,11,November,Wednesday,47
2013-11-21,8084449.0,8189320.744722888,6626118.195875808,9810758.656371279,False,Historical,2013,11,November,Thursday,47
2013-11-22,8199106.0,8743243.707485644,7109696.336948769,10253187.622540422,False,Historical,2013,11,November,Friday,47
2013-11-23,6593077.0,6511961.407106123,5043083.530112592,8202450.961109778,False,Historical,2013,11,November,Saturday,47
2013-11-24,198110.0,-171597.17044785715,-1784618.6342633755,1373377.5193035437,False,Historical,2013,11,November,Sunday,47
2013-11-25,7204808.0,7451667.502993544,5784836.767720592,9070531.461623786,False,Historical,2013,11,November,Monday,48
2013-11-26,6673704.0,6533268.111980808,4848710.334883125,8109311.507705214,False,Historical,2013,11,November,Tuesday,48
2013-11-27,6725418.0,6131655.78533638,4466455.53312769,7793711.362158446,False,Historical,2013,11,November,Wednesday,48
2013-11-28,7262197.0,5878354.283799272,4283635.821751458,7587723.877318943,False,Historical,2013,11,November,Thursday,48
2013-11-29,8803269.0,6437159.06605051,4871733.458941397,7981914.21877938,False,Historical,2013,11,November,Friday,48
2013-11-30,8614478.0,6982219.565780905,5419744.683881426,8679540.65107489,False,Historical,2013,11,November,Saturday,48
2013-12-01,220033.0,292420.78142365755,-1370234.992637072,1864276.191044514,False,Historical,2013,12,December,Sunday,48
2013-12-02,12972440.0,10697818.224259118,9190206.746528715,12340679.02277101,False,Historical,2013,12,December,Monday,49
2013-12-03,10915444.0,9772571.430159898,8118904.195095381,11332606.836596837,False,Historical,2013,12,December,Tuesday,49
2013-12-04,10203870.0,9360199.12969315,7686863.598990666,11000296.49658488,False,Historical,2013,12,December,Wednesday,49
2013-12-05,10296749.0,9091275.680427404,7483780.889483098,10844910.967108306,False,Historical,2013,12,December,Thursday,49
2013-12-06,8431475.0,9629791.756608343,7960911.5214677155,11234447.00075394,False,Historical,2013,12,December,Friday,49
2013-12-07,7231141.0,7369812.822866771,5717695.582930913,8888996.524781886,False,Historical,2013,12,December,Saturday,49
2013-12-08,190125.0,639884.0811678872,-974255.3876636714,2275945.383932973,False,Historical,2013,12,December,Sunday,49
2013-12-09,7607576.0,8236725.934628052,6606291.998548852,9776586.327468319,False,Historical,2013,12,December,Monday,50
2013-12-10,7458243.0,7264351.674542678,5612098.381218063,8862099.502285307,False,Historical,2013,12,December,Tuesday,50
2013-12-11,7364610.0,8275464.095772128,6705735.923131645,9904967.066352222,False,Historical,2013,12,December,Wednesday,50
2013-12-12,7520198.0,8105223.596039637,6440905.125972454,9728301.572404373,False,Historical,2013,12,December,Thursday,50
2013-12-13,8012317.0,8575303.267895512,7020066.720133074,10171682.613740804,False,Historical,2013,12,December,Friday,50
2013-12-14,7938245.0,9020476.451084126,7432488.245738732,10692684.743202735,False,Historical,2013,12,December,Saturday,50
2013-12-15,214032.0,2220578.120580739,678899.6717944379,3901957.436108026,False,Historical,2013,12,December,Sunday,50
2013-12-16,15623548.0,12503314.897749836,10876814.269563297,14034720.528982103,False,Historical,2013,12,December,Monday,51
2013-12-17,13053993.0,11449315.874157771,9690181.430485696,13055127.473523213,False,Historical,2013,12,December,Tuesday,51
2013-12-18,12189674.0,10901673.989322813,9320171.692839189,12532225.69726234,False,Historical,2013,12,December,Wednesday,51
2013-12-19,11740273.0,10501091.249415314,8997316.300165748,12118571.49307898,False,Historical,2013,12,December,Thursday,51
2013-12-20,12334496.0,10893307.42584855,9248887.503677184,12342634.85831249,False,Historical,2013,12,December,Friday,51
2013-12-21,10165366.0,8487908.124328915,6866117.70414526,10052565.693430714,False,Historical,2013,12,December,Saturday,51
2013-12-22,263979.0,1646850.31906295,-66252.95559417874,3148738.17862411,False,Historical,2013,12,December,Sunday,51
2013-12-23,14350056.0,9406883.19597509,7811432.9113060795,11087200.584262129,False,Historical,2013,12,December,Monday,52
2013-12-24,5232808.0,8302433.076465193,6735470.910996993,9889188.223671257,False,Historical,2013,12,December,Tuesday,52
2013-12-25,142585.0,714359.2095456112,-748173.4508576416,2339600.2912570327,False,Historical,2013,12,December,Wednesday,52
2013-12-26,188597.0,5642937.347854944,3971820.750088141,7301246.883930233,False,Historical,2013,12,December,Thursday,52
2013-12-27,8168568.0,7624394.747604283,5986942.294950609,9280507.4016368,False,Historical,2013,12,December,Friday,52
2013-12-28,6726568.0,7672001.9951861445,6061866.929821823,9178440.547925306,False,Historical,2013,12,December,Saturday,52
2013-12-29,226553.0,860161.1253969473,-911462.9724694468,2458992.8306643446,False,Historical,2013,12,December,Sunday,52
2013-12-30,10192135.0,8534683.029668266,6843471.817056331,10062079.696275484,False,Historical,2013,12,December,Monday,1
2013-12-31,4534864.0,7444635.935408134,5733762.258671343,8899906.725235486,False,Historical,2013,12,December,Tuesday,1
2014-01-01,118108.0,-41330.43889913593,-1630479.9655140056,1620977.6343308685,False,Historical,2014,1,January,Wednesday,1
2014-01-02,6980556.0,6461163.414643284,4857672.378330188,8134275.457871573,False,Historical,2014,1,January,Thursday,1
2014-01-03,7024253.0,6861496.072632591,5305515.294142389,8414703.757133272,False,Historical,2014,1,January,Friday,1
2014-01-04,6357259.0,6952088.959128685,5298624.339303896,8488984.17567828,False,Historical,2014,1,January,Saturday,1
2014-01-05,184905.0,223857.96381354152,-1300110.6728567888,1887959.037448972,False,Historical,2014,1,January,Sunday,1
2014-01-06,8661727.0,10570826.904726068,8991459.37126343,12054552.859131465,False,Historical,2014,1,January,Monday,2
2014-01-07,10456932.0,9462719.417155275,7972636.826448961,11128655.867133584,False,Historical,2014,1,January,Tuesday,2
2014-01-08,8643239.0,8871778.046184875,7187282.186139381,10543093.260856604,False,Historical,2014,1,January,Wednesday,2
2014-01-09,8016642.0,8539746.347922001,6999069.967467805,10263886.824076993,False,Historical,2014,1,January,Thursday,2
2014-01-10,8548672.0,9021387.675523926,7391533.814604049,10629072.405269247,False,Historical,2014,1,January,Friday,2
2014-01-11,6231179.0,6731647.317917101,5127601.835043665,8302911.986892735,False,Historical,2014,1,January,Saturday,2
2014-01-12,175744.0,104545.37557073566,-1410077.2819650716,1728538.894616875,False,Historical,2014,1,January,Sunday,2
2014-01-13,6089929.0,7580474.235880861,5969596.265431266,9152215.316814402,False,Historical,2014,1,January,Monday,3
2014-01-14,5785842.0,6652751.163126237,5047130.838735704,8362614.065559853,False,Historical,2014,1,January,Tuesday,3
2014-01-15,5779426.0,6242936.312524353,4715538.67055728,7798772.335030117,False,Historical,2014,1,January,Wednesday,3
2014-01-16,5720266.0,5987268.880514719,4300402.137689663,7562705.351269145,False,Historical,2014,1,January,Thursday,3
2014-01-17,6332625.0,5946682.415155424,4176000.8984175576,7537858.304016923,False,Historical,2014,1,January,Friday,3
2014-01-18,6213031.0,5478850.7081839815,3806910.208232774,7116819.220726267,False,Historical,2014,1,January,Saturday,3
2014-01-19,175778.0,-1057865.1441274786,-2735292.1904813326,397549.4786343698,False,Historical,2014,1,January,Sunday,3
2014-01-20,10648819.0,9145620.112072185,7536501.123984059,10798636.032710547,False,Historical,2014,1,January,Monday,4
2014-01-21,8475207.0,8262122.73712213,6649983.331435982,9937788.53782218,False,Historical,2014,1,January,Tuesday,4
2014-01-22,7970289.0,7885981.671754461,6206796.433654244,9485839.503642531,False,Historical,2014,1,January,Wednesday,4
2014-01-23,7625568.0,7655272.330038641,5937178.446180999,9380185.261847213,False,Historical,2014,1,January,Thursday,4
2014-01-24,7851977.0,8216812.053819282,6665450.1560360575,9798546.493883383,False,Historical,2014,1,January,Friday,4
2014-01-25,5986034.0,6056555.22817958,4491217.567409966,7701790.467378757,False,Historical,2014,1,January,Saturday,4
2014-01-26,160153.0,-444679.57458372606,-2078149.5910765212,1083278.033200977,False,Historical,2014,1,January,Sunday,4
2014-01-27,5689615.0,6999506.384698625,5344850.760528187,8525705.953549892,False,Historical,2014,1,January,Monday,5
2014-01-28,5790602.0,6111913.319006195,4406153.041946125,7743610.142142185,False,Historical,2014,1,January,Tuesday,5
2014-01-29,5809489.0,5723746.676430171,4126200.293244354,7141044.304774846,False,Historical,2014,1,January,Wednesday,5
2014-01-30,6313068.0,5482286.878123361,3950670.476672938,7132995.421130707,False,Historical,2014,1,January,Thursday,5
2014-01-31,7935853.0,6018539.756092313,4339929.128839808,7620196.813187207,False,Historical,2014,1,January,Friday,5
2014-02-01,6934170.0,6529847.817466505,4858662.789907133,8054375.642909257,False,Historical,2014,2,February,Saturday,5
2014-02-02,214940.0,32309.27973585025,-1552684.0141011672,1746985.014966585,False,Historical,2014,2,February,Sunday,5
2014-02-03,11757740.0,10139884.230803354,8497322.416346552,11664329.921427611,False,Historical,2014,2,February,Monday,6
2014-02-04,9651472.0,9222666.25004524,7624274.852069452,10811194.583258953,False,Historical,2014,2,February,Tuesday,6
2014-02-05,8456987.0,8802074.724098144,7276933.468657001,10374797.493371222,False,Historical,2014,2,February,Wednesday,6
2014-02-06,8226263.0,8521177.484315645,6867339.953283713,10134016.639364865,False,Historical,2014,2,February,Thursday,6
2014-02-07,8075318.0,9021382.001159072,7503823.786527971,10580297.574528899,False,Historical,2014,2,February,Friday,6
2014-02-08,6387706.0,6781652.288792363,5176597.347998085,8391525.86474398,False,Historical,2014,2,February,Saturday,6
2014-02-09,190226.0,289130.51446247654,-1241407.6324073602,1896599.4853483324,False,Historical,2014,2,February,Sunday,6
2014-02-10,6451410.0,7615387.63148664,6095772.641989335,9213789.301540017,False,Historical,2014,2,February,Monday,7
2014-02-11,6056843.0,6679807.084504136,5076642.274594668,8416467.798564974,False,Historical,2014,2,February,Tuesday,7
2014-02-12,6046448.0,6240079.981387056,4676722.064942082,7837578.84398659,False,Historical,2014,2,February,Wednesday,7
2014-02-13,6180416.0,5924397.68721142,4312534.74765532,7540795.696484219,False,Historical,2014,2,February,Thursday,7
2014-02-14,7086640.0,6404048.218598078,4879466.102262428,8022996.223794543,False,Historical,2014,2,February,Friday,7
2014-02-15,6293698.0,6868130.021879965,5257766.806928052,8510276.270378673,False,Historical,2014,2,February,Saturday,7
2014-02-16,190158.0,392057.1486345095,-1178606.251965738,1991658.3626964733,False,Historical,2014,2,February,Sunday,7
2014-02-17,10675316.0,10340496.14471328,8671473.895577988,11948218.6548598,False,Historical,2014,2,February,Monday,8
2014-02-18,8708285.0,9391753.272554923,7682658.456288874,10947415.805394478,False,Historical,2014,2,February,Tuesday,8
2014-02-19,7855918.0,8936506.098337961,7278834.348195337,10594844.370782092,False,Historical,2014,2,February,Wednesday,8
2014-02-20,7738889.0,8621138.764782496,7080026.740621646,10242835.323115008,False,Historical,2014,2,February,Thursday,8
2014-02-21,7862313.0,9079910.40741998,7387486.469346264,10715314.099528464,False,Historical,2014,2,February,Friday,8
2014-02-22,6123882.0,6839070.282931814,5137549.147591641,8460036.292208342,False,Historical,2014,2,February,Saturday,8
2014-02-23,185005.0,379111.07289505034,-1209966.952838503,2031738.8421337274,False,Historical,2014,2,February,Sunday,8
2014-02-24,6036002.0,7599145.593340014,6101768.061535903,9273183.813587796,False,Historical,2014,2,February,Monday,9
2014-02-25,5697449.0,6637362.210007021,5113165.781997741,8250854.383447258,False,Historical,2014,2,February,Tuesday,9
2014-02-26,5960448.0,6165315.539796251,4667613.982722667,7739488.5791865885,False,Historical,2014,2,February,Wednesday,9
2014-02-27,6006428.0,5831292.744522122,4088891.0935454047,7305511.228778143,False,Historical,2014,2,February,Thursday,9
2014-02-28,7874307.0,6266279.070554959,4630648.048464957,7915561.031239411,False,Historical,2014,2,February,Friday,9
2014-03-01,7088957.0,6662278.989814516,5089281.009652233,8250689.297904587,False,Historical,2014,3,March,Saturday,9
2014-03-02,225564.0,211446.31828539644,-1360244.5634577207,1870286.100297743,False,Historical,2014,3,March,Sunday,9
2014-03-03,10254710.0,10041606.299370762,8434360.904521002,11683546.724392472,False,Historical,2014,3,March,Monday,10
2014-03-04,9211960.0,9055908.161693156,7474545.466459186,10795668.51955177,False,Historical,2014,3,March,Tuesday,10
2014-03-05,8802968.0,8559069.718801979,6862404.537025023,10190909.56753421,False,Historical,2014,3,March,Wednesday,10
2014-03-06,8444592.0,8200339.997432468,6580853.765188528,9922422.602742884,False,Historical,2014,3,March,Thursday,10
2014-03-07,8486290.0,8607650.03529868,6918333.458773654,10233867.696248354,False,Historical,2014,3,March,Friday,10
2014-03-08,6075937.0,6315967.988530018,4802584.761532815,7919786.940807917,False,Historical,2014,3,March,Saturday,10
2014-03-09,187110.0,-120778.56714906901,-1843366.2422415628,1432412.3930746575,False,Historical,2014,3,March,Sunday,10
2014-03-10,6204784.0,6966316.724260775,5504122.543733661,8604623.744357426,False,Historical,2014,3,March,Monday,11
2014-03-11,5906003.0,5974019.4421282,4389168.9332761625,7589563.489421694,False,Historical,2014,3,March,Tuesday,11
2014-03-12,5795093.0,5469342.577730221,3776836.811102312,7068491.632823051,False,Historical,2014,3,March,Wednesday,11
2014-03-13,5898902.0,5104882.2078687735,3366142.1638630773,6755178.95298892,False,Historical,2014,3,March,Thursday,11
2014-03-14,6447567.0,5505505.809682642,3800879.839085216,7049315.753227854,False,Historical,2014,3,March,Friday,11
2014-03-15,6310072.0,5885838.99526802,4260805.821255531,7649253.612931238,False,Historical,2014,3,March,Saturday,11
2014-03-16,213125.0,-516720.3409514671,-2033418.543017662,1087531.6086865894,False,Historical,2014,3,March,Sunday,11
2014-03-17,10311703.0,9132360.996829221,7370339.029801298,10618887.080149801,False,Historical,2014,3,March,Monday,12
2014-03-18,8426401.0,8149467.85974024,6602018.847654545,9677494.604383804,False,Historical,2014,3,March,Tuesday,12
2014-03-19,7849900.0,7654446.886646923,6067665.4271027045,9372117.990369001,False,Historical,2014,3,March,Wednesday,12
2014-03-20,7179418.0,7301455.81638965,5617258.20324162,8917589.52020226,False,Historical,2014,3,March,Thursday,12
2014-03-21,7681649.0,7711740.846802109,6129516.693221817,9363589.476743326,False,Historical,2014,3,March,Friday,12
2014-03-22,6176931.0,5517013.096118547,3967527.2334749964,7040412.315933774,False,Historical,2014,3,March,Saturday,12
2014-03-23,217517.0,-834048.8708637293,-2396907.8609251343,729300.3505895679,False,Historical,2014,3,March,Sunday,12
2014-03-24,6506590.0,6190761.659578909,4594124.664047887,7720258.008223704,False,Historical,2014,3,March,Monday,13
2014-03-25,5909575.0,5234072.60063811,3795173.3512515356,6741798.855694544,False,Historical,2014,3,March,Tuesday,13
2014-03-26,5840946.0,4762867.860792258,3229633.585258978,6402483.879370164,False,Historical,2014,3,March,Wednesday,13
2014-03-27,6024721.0,5362668.697735566,3775780.726447847,6990670.548874784,False,Historical,2014,3,March,Thursday,13
2014-03-28,6822072.0,6377991.15324281,4698887.806891918,7984130.079629073,False,Historical,2014,3,March,Friday,13
2014-03-29,6248819.0,6794208.141550207,5184932.788589885,8399727.595982904,False,Historical,2014,3,March,Saturday,13
2014-03-30,207045.0,492323.99129555695,-1134201.280560384,2122150.4072854337,False,Historical,2014,3,March,Sunday,13
2014-03-31,12062933.0,10069649.296506198,8451555.249971148,11708025.670919204,False,Historical,2014,3,March,Monday,14
2014-04-01,9114237.0,9127816.767753301,7581931.250282528,10775100.680396333,False,Historical,2014,4,April,Tuesday,14
2014-04-02,8314447.0,8666973.09328465,7087302.952317105,10154350.283394955,False,Historical,2014,4,April,Wednesday,14
2014-04-03,8215262.0,8350804.351936296,6707385.975050988,9987940.154572738,False,Historical,2014,4,April,Thursday,14
2014-04-04,8575005.0,8780836.18954912,7079391.917377588,10346018.276640292,False,Historical,2014,4,April,Friday,14
2014-04-05,6560749.0,6631044.374285189,5075091.493269067,8335646.65838708,False,Historical,2014,4,April,Saturday,14
2014-04-06,223163.0,370353.24487170833,-1228091.3143697656,1960464.3465425214,False,Historical,2014,4,April,Sunday,14
2014-04-07,6624706.0,7331019.514237476,5756144.706224206,8888638.786277235,False,Historical,2014,4,April,Monday,15
2014-04-08,6248167.0,6396764.908582782,4633429.1857753815,7962372.392976585,False,Historical,2014,4,April,Tuesday,15
2014-04-09,6410230.0,5939849.520476383,4315659.10693673,7593417.270041009,False,Historical,2014,4,April,Wednesday,15
2014-04-10,6524511.0,5619811.491189226,3837241.53696597,7235609.660766098,False,Historical,2014,4,April,Thursday,15
2014-04-11,6910251.0,6047818.669662969,4446323.238513155,7690972.90690838,False,Historical,2014,4,April,Friday,15
2014-04-12,6388099.0,6462955.407489435,4829659.781110196,8130532.8848460065,False,Historical,2014,4,April,Saturday,15
2014-04-13,241475.0,235367.44295659725,-1341039.3760777372,1941854.7850750922,False,Historical,2014,4,April,Sunday,15
2014-04-14,11683139.0,9944202.760437997,8220931.207516164,11437473.930759253,False,Historical,2014,4,April,Monday,16
2014-04-15,10668363.0,9013081.984106466,7353378.128021055,10547708.900456874,False,Historical,2014,4,April,Tuesday,16
2014-04-16,10024850.0,8590548.558763707,7003185.445046113,10175652.055199903,False,Historical,2014,4,April,Wednesday,16
2014-04-17,10357418.0,8272984.997652099,6620609.87710368,9891344.928175082,False,Historical,2014,4,April,Thursday,16
2014-04-18,222365.0,7229639.475824972,5677384.114004439,8883591.377236484,False,Historical,2014,4,April,Friday,16
2014-04-19,8428009.0,6340864.767216839,4833210.81669092,7991804.954564418,False,Historical,2014,4,April,Saturday,16
2014-04-20,186799.0,-18096.92773658242,-1737192.1402572219,1517882.7126973309,False,Historical,2014,4,April,Sunday,16
2014-04-21,240988.0,5827857.616469766,4178634.556406094,7493011.535667517,False,Historical,2014,4,April,Monday,17
2014-04-22,6971756.0,6390320.559704749,4843670.143988459,8137238.389486024,False,Historical,2014,4,April,Tuesday,17
2014-04-23,5997676.0,5946820.073581738,4389280.738784923,7549983.845057884,False,Historical,2014,4,April,Wednesday,17
2014-04-24,6039156.0,5647808.626227474,4102085.0175368222,7219182.384537642,False,Historical,2014,4,April,Thursday,17
2014-04-25,6219955.0,6091447.695016979,4461723.8820116585,7708597.475344567,False,Historical,2014,4,April,Friday,17
2014-04-26,5968493.0,6241095.485391339,4509527.070681242,7875439.223420135,False,Historical,2014,4,April,Saturday,17
2014-04-27,219630.0,103465.66607783621,-1589882.3195674978,1690701.694055219,False,Historical,2014,4,April,Sunday,17
2014-04-28,10667908.0,9551678.137697972,7986279.843185018,11184814.118407514,False,Historical,2014,4,April,Monday,18
